Year,Library Name,Employee Number,Part time,Salary,Hourly
2024,Bethpage,1,No,111020.0,61.0
2024,Bethpage,2,No,80080.0,44.0
2024,Bethpage,3,No,60060.0,33.0
2024,Bethpage,4,No,54600.0,30.0
2024,Bethpage,5,Yes,49140.0,27.0
2024,Bethpage,6,Yes,41860.0,23.0
2024,Bethpage,7,No,40040.0,22.0
2024,Bethpage,8,Yes,36400.0,20.0
2024,Bethpage,9,Yes,32760.0,18.0
2024,Bethpage,10,Yes,27300.0,15.0
2024,Bethpage,11,Yes,36400.0,20.0
2024,Bethpage,12,No,49140.0,27.0
